domain,text,aspect,category,polarity,type
coursera,an easy five stars .,none,['course#general'],['positive'],implicit
coursera,"thank you , to everyone with coursera & the university of virginia , who made this mooc possible .",none,['course#general'],['positive'],implicit
coursera,"i like the "" learn by doing "" method adopted and during the course you built a good website .",['course'],['course#relatability'],['positive'],explicit
coursera,cons :,none,['null'],['null'],objective
coursera,i am surgical resident from india very much interested in pursuing a course in neurosurgery .,none,['null'],['null'],objective
coursera,i took this class over a year ago and can still recall the case histories .,none,['course#general'],['negative'],implicit
coursera,it ' s not too much to learn .,none,['course#general'],['neutral'],implicit
coursera,"i have also taken the equine nutrition course from the university of edinburgh , and that course really helped me , too .",none,['null'],['null'],objective
coursera,"i thought i knew it all regarding food and health ( haha ) , but no , i did not .",none,['null'],['null'],objective
coursera,it opens up a large variety of topics and plots them along the evolution of photography from its very beginning to today .,none,['course#quality'],['positive'],implicit
coursera,"i paid a decent amount of money to attend this course and very disappointed that it is simply run on auto pilot with no place to go for resolution , questions or help .","['course', 'null']","['course#value', 'faculty#response']","['negative', 'negative']",mixed
coursera,auditing the course gave me access to all of the course material and knowledge i needed without having to empty my bank account .,['course'],['course#general'],['positive'],explicit
coursera,"i had to google that in order to understand before the course which started with "" what "" it was .",none,['null'],['null'],objective
coursera,"thank you all the professors , mentors , and university of california .",none,['null'],['null'],objective
coursera,dr . mathew yee king is my favorite through out this course .,['dr . mathew yee king'],['faculty#general'],['positive'],explicit
coursera,i really like the way of researchers introducing their area and talking about the recent related publications .,none,['faculty#general'],['positive'],implicit
coursera,i have been having a great experience learning a new area of study with dr . ng ' s well - explained and well - guided tutorial .,"['null', ""dr . ng ' s"", ""dr . ng ' s""]","['course#general', 'faculty#comprehensiveness', 'faculty#general']","['positive', 'positive', 'positive']",mixed
coursera,i definitely recommend to anyone interested in python programming to consider take this course with dr chuck .,"['course', 'dr chuck']","['course#general', 'faculty#general']","['positive', 'positive']",explicit
coursera,sharing and nice course !,['course'],['course#general'],['positive'],explicit
coursera,it ' s been a fantastic experience and i can ' t wait to put what i ' ve learned to use .,none,['course#general'],['positive'],implicit
coursera,i don ' t know what is the problem as i study the videos well and when it come to taking quiz i never pass so i watch the videos over and aver again but it always the same resultthe part of other languages i ' m not sure what is the point of it,['quiz'],['assignments#comprehensiveness'],['negative'],explicit
coursera,"anyway , the course teach me how to learn in a better way , i will introduce it to my students .",none,['null'],['null'],objective
coursera,it ' s simple and easy to understand .,none,['course#comprehensiveness'],['positive'],implicit
coursera,happy learning !,none,['course#general'],['positive'],implicit
coursera,"this course may be helpful to people just starting out as social media professionals but if you ' re already working in this field , you will find this course incredibly dull .",['course'],['course#quality'],['negative'],explicit
coursera,"i encourage you , who is reading this , to sign to the course !",none,['null'],['null'],objective
coursera,"thank you for making me understand the very basics of finance , omg .",none,['course#comprehensiveness'],['positive'],implicit
coursera,"the other aspects of literature , painting , and the more popular arts ( kilts , oral traditions , etc . ) where a nice surprise .",none,['presentation#relatability'],['positive'],implicit
coursera,"very useful . all the information covered , are pretty much common sense , and yet people do not pay attention to all the little things discussed in this course . well . i had fun listening to the lectures , and will definitely apply the concepts to my daily routine . tnx",['course'],['course#relatability'],['positive'],explicit
coursera,"the main drawback about this material , for me , is that machine learning has evolved since this course ' s inception .",none,['null'],['null'],objective
coursera,improvement over the first course .,['course'],['course#general'],['positive'],explicit
coursera,very good content .,['content'],['course#general'],['positive'],explicit
coursera,"it ' s a solid start , better than reading about it somewhere in the internet .",none,['course#general'],['positive'],implicit
coursera,"furthermore , the professor is difficult to understand a lot of the time .",['professor'],['faculty#comprehensiveness'],['negative'],explicit
coursera,thanks prof . dan !,['prof . dan'],['faculty#general'],['positive'],explicit
coursera,"finally , this course helped me to get a sense of different political theories and raised my interest much more .",['course'],['course#general'],['positive'],explicit
coursera,simply amazing !,none,['course#general'],['positive'],implicit
coursera,thank you for this introduction - it made a significant difference in my life,none,['null'],['null'],objective
coursera,i hope this will be helpful .,none,['polarity#positive'],['positive'],implicit
coursera,"if you are looking a general html course , this is for you .",['course'],['course#general'],['positive'],explicit
coursera,no wonder caltech is the world leader in planetary science .,none,['null'],['null'],objective
coursera,it ' s amazing !,none,['course#general'],['positive'],implicit
coursera,also what if you do not totally agreed with the idea that thematic presentation of art is the way that modern art has to be presented .,['presentation'],['presentation#quality'],['negative'],explicit
coursera,"that being said , it does seem that they could have done a much better job in the video introducing core concepts that would have given non - programmers a better starting point for looking for outside researchers .","['video', 'video']","['presentation#quality', 'presentation#comprehensiveness']","['positive', 'positive']",explicit
coursera,thanks !,none,['null'],['null'],objective
coursera,i really feel this course has given me some valuable new insights with which to see the world around me and myself .,['course'],['course#general'],['positive'],explicit
coursera,i learned a lot of basic conducting skills which are fundamental to my dream of being an orchestral conductor .,none,['course#general'],['positive'],implicit
coursera,the courses are great .,['courses'],['course#general'],['positive'],explicit
coursera,it was challenging .,none,['polarity#positive'],['positive'],implicit
coursera,recommend it for sure .,none,['course#general'],['positive'],implicit
coursera,prof . yaakov chaikin is very skilled and makes his videos fun to watch .,"['prof . yaakov chaikin', 'videos']","['faculty#comprehensiveness', 'presentation#quality']","['positive', 'positive']",explicit
coursera,the material is well managed and organized but i am not able to really hear or understand .,['material'],['material#quality'],['positive'],explicit
coursera,related complex subject matter in a understandable way for those who have some basic background in this area .,none,['course#comprehensiveness'],['positive'],implicit
coursera,definitely take away some things i am able to put into use in my work .,none,['course#general'],['positive'],implicit
coursera,i really feel i have learnt a lot from this course and i look forward to implementing some of their techniques .,"['course', 'null']","['course#general', 'course#general']","['positive', 'positive']",mixed
coursera,excellent course .,['course'],['course#general'],['positive'],explicit
coursera,"the professor is excellent , didatic and explain the lessons with clarity .","['professor', 'professor', 'professor']","['faculty#general', 'faculty#general', 'faculty#comprehensiveness']","['positive', 'positive', 'positive']",explicit
coursera,the assignment also gives you a chance to practice these algorithms on some application example .,['assignment'],['assignments#quality'],['positive'],explicit
coursera,another big thanks for his great humor !,none,['faculty#general'],['positive'],implicit
coursera,i gained a new perspective about usability ( testing and implementation ) that i will be employing in my network authentication practices and policy development .,none,['course#general'],['positive'],implicit
coursera,i was raised to work hard and provide for my family .,none,['null'],['null'],objective
coursera,대단히 감사합니다 .,none,['null'],['null'],objective
coursera,thank you . . grazie grazie grazie,none,['null'],['null'],objective
coursera,"i ' ve tried to start with unity from books and tutorials on my own , but i never got as far in the 4 weeks of this course .",['course'],['course#general'],['negative'],explicit
coursera,"there is a certain style of teaching that you need to get accustomed too in the beginning but when it is done , lessons become very clear and easy to follow .","['lessons', 'lessons']","['presentation#quality', 'presentation#comprehensiveness']","['positive', 'positive']",explicit
coursera,all the best !,none,['null'],['null'],objective
coursera,this is contrary to most of the other coursera courses where you can .,none,['null'],['null'],objective
coursera,"smart , casual and yet precise lessons will help you to go through the initial necessary steps in the language , building a fundamental base where you will construct your python coding skills ! .","['lessons', 'lessons']","['presentation#quality', 'presentation#quality']","['positive', 'positive']",explicit
coursera,i learned very much !,none,['course#general'],['positive'],implicit
coursera,full of mistakes .,none,['course#general'],['negative'],implicit
coursera,he pauses often to read this notes and has 0 enthusiasm teaching this class .,none,"['faculty#general', 'faculty#response']","['negative', 'negative']",implicit
coursera,i got bored by the time i got to week 3 and it is seems impossible to stay focused and complete all assignments .,"['assignments', 'null']","['assignments#quality', 'course#general']","['negative', 'negative']",mixed
coursera,"clear videos ( subtitled for non english speaking people ) , un a compact form , tips & tricks for learning and memory which are so obvious finally where we look back at them , but so usefull .","['videos', 'videos']","['presentation#quality', 'presentation#quality']","['positive', 'positive']",explicit
coursera,"the only thing i liked about this course were the problem sets , which were interesting to do .",['problem sets'],['assignments#quality'],['positive'],explicit
coursera,outdated and unsupported !,none,"['course#general', 'course#general']","['negative', 'negative']",implicit
coursera,really clear teacher .,['teacher'],['faculty#comprehensiveness'],['positive'],explicit
coursera,instructor and mentors added not value to course .,"['instructor', 'mentors']","['faculty#general', 'faculty#general']","['negative', 'negative']",explicit
coursera,for experienced folks - - probably a good number since this is an executive data science course - - it was pretty basic .,none,['course#quality'],['neutral'],implicit
coursera,fascinating course !,['course'],['course#general'],['positive'],explicit
coursera,i am suggesting to take this course before you will do any other courses .,none,['null'],['null'],objective
coursera,very good hands - on approach to practical machine learning .,none,['course#general'],['positive'],implicit
coursera,go dr . chuck !,none,['null'],['null'],objective
coursera,wow !,none,['null'],['null'],objective
coursera,"the content of the course is extremely useful for young emerging scientists like myself ; however , the videos were very hard to follow because the team speaks fast and with a very strong french accent .","['content', 'videos']","['material#quality', 'presentation#comprehensiveness']","['positive', 'positive']",explicit
coursera,"also , i learned a lot of these statistics in college and the explanations provided in these lessons actually confused me about things i already know .",none,['course#comprehensiveness'],['negative'],implicit
coursera,"here in ukraine most of us don ' t eat out , but obesity is prevalent nevertheless .",none,['null'],['null'],objective
coursera,thanks !,none,['null'],['null'],objective
coursera,"years later , i needed to up my skills , and i discovered coursera had many of the classes i wanted to take - and now i feel like my mfa is an mfa",none,['course#general'],['positive'],implicit
coursera,i liked the fact that ted talks and other video sources were used in the syllabus .,none,['material#quantity'],['positive'],implicit
coursera,"i still made an attempt to watch the course content , but found the instructor speaking more about what he planned to cover rather than actually covering anything of substance .",['instructor'],['faculty#relatability'],['negative'],explicit
coursera,it was a very nice course .,['course'],['course#general'],['positive'],explicit
coursera,so i think better materials for more organized slides must exist .,['materials'],['material#quality'],['negative'],explicit
coursera,some paper as final assignment would be helpful .,['final assignment'],['assignments#quantity'],['negative'],explicit
coursera,would love to see more peer reviews ( didn ' t get any on my poems yet ) .,none,['faculty#response'],['negative'],implicit
coursera,"but the content and the exercises proposed are great , one of the best and no nonsense approach to bebop improvisation",['content and the exercises'],['presentation#quality'],['positive'],explicit
coursera,hoping for more : ),none,['null'],['null'],objective
coursera,i highly recommend this course .,['course'],['course#general'],['positive'],explicit
coursera,because no matter what subject in your curriculum is - the principles remain exactly the same .,none,['null'],['null'],objective
coursera,"thank you dr . zwetsloot , your lessons and examples were : practical , crisp an clear .","['dr . zwetsloot', 'dr . zwetsloot']","['faculty#general', 'faculty#comprehensiveness']","['positive', 'positive']",explicit
coursera,"i only gave 4 stars because sometimes it is really hard to understand , especially key words ( i am not talking about the accent but the group and family latin names , etc ) ; i constantly had to check the subtitles for these .",none,"['course#quality', 'course#comprehensiveness']","['positive', 'neutral']",implicit
coursera,unfortunately the protools free version is very weak and limited .,none,['null'],['null'],objective
coursera,"it gets a little patchy in weeks 3 and 4 ( it seems like some of the worksheets weren ' t checked for errors ) , but it never wastes your time .",none,"['course#quality', 'course#general']","['negative', 'positive']",implicit
coursera,suitable neither for absolute beginners nor as a stand - alone course .,['course'],['course#general'],['negative'],explicit
coursera,i really enjoyed this course .,['course'],['course#general'],['positive'],explicit
coursera,"if only the method would have had tiny bit more variation , such as animations , video analysis , case studies , maybe more expert visitors etc . it would have been even better and more durable in long run .",none,['presentation#quality'],['neutral'],implicit
coursera,i personally enjoyed doing this course and am looking forward to do more courses .,['course'],['course#general'],['positive'],explicit
coursera,"the lectures are entertaining and informative , and the professor is charming and funny .","['professor', 'lectures']","['faculty#general', 'polarity#positive']","['positive', 'positive']",explicit
coursera,it is a great course for introduction about identifying social entrepreneurship opportunities .,['course'],['course#general'],['positive'],explicit
coursera,"the case studies were relevant and interesting , and the guest speakers were good as well .","['case studies', 'case studies', 'guest speakers']","['course#relatability', 'course#quality', 'faculty#general']","['positive', 'positive', 'positive']",explicit
coursera,"also , many times , english subtitles are not correct , i have a feeling that machine has done it .",none,['course#general'],['negative'],implicit
coursera,"if you contribute lot of time and effort , you will learn a lot .",none,['null'],['null'],objective
coursera,two thumbs up ! !,none,['course#general'],['positive'],implicit
coursera,"the first week , the teacher went through the entire plot of harry potter which seemed like a waste of time .",['teacher'],['faculty#general'],['negative'],explicit
coursera,thank you very much .,none,['null'],['null'],objective
coursera,really great course all around .,['course'],['course#general'],['positive'],explicit
coursera,that should be made clear up - front in the course description .,['course'],['course#general'],['neutral'],explicit
coursera,love the prompts given by the instructor .,['instructor'],['faculty#general'],['positive'],explicit
coursera,"excellent course for understanding studies and policies about terrorism , its origins and the ways for understanding it .",['course'],['course#general'],['positive'],explicit
coursera,"granted , with a free textbook for an older version this is a minor issue thus far in the series .",['textbook'],['course#general'],['positive'],explicit
coursera,good course .,['course'],['course#general'],['positive'],explicit
coursera,"the topic is interesting , the course content is presented clearly , and the lectures are informative .","['course', 'content', 'lectures']","['course#general', 'presentation#quality', 'presentation#quality']","['positive', 'positive', 'positive']",explicit
coursera,for me it showed me that the companies are more a like than we think .,none,['course#general'],['positive'],implicit
coursera,majority of the class was just copy from stokes book .,none,['course#general'],['negative'],implicit
coursera,7 - 8 months recently i come across and immedietly registered .,none,['null'],['null'],objective
coursera,"also , the feedback of your classmates makes you see things you haven ' t caught .",none,['null'],['null'],objective
coursera,i really like how each video is an in - depth look at a specific example and that he tells you what to ignore and when .,['video'],['presentation#quality'],['positive'],explicit
coursera,i think the course should add a video to explain more in details some concept as variables . many of my issues were coming from deep doubts i had about this . maybe explain variables on hardware and variables as pointers .,['video'],['presentation#quantity'],['neutral'],explicit
coursera,i found the class to be well - taught and i looked forward to participating in every week of class .,['class'],['course#general'],['positive'],explicit
coursera,this course has provided me with the tools and methodology that i need to be more strategic and focused in my career management .,['course'],['course#relatability'],['positive'],explicit
coursera,"such as real financial close considerations in developed and emerging markets , early stage sub performance and restructuring as well as refinancing .",none,['null'],['null'],objective
coursera,"only one assignment at the end , so you go through 3 weeks before being asked to code ( this seems like a big mistake for any programming course ) .",['assignment'],['assignments#quantity'],['negative'],explicit
coursera,this was a fantastic class .,['class'],['course#general'],['positive'],explicit
coursera,i found the professor to be brilliant and insightful .,['professor'],['faculty#general'],['positive'],explicit
coursera,it ' s the perfect start for absolute beginners .,none,['course#general'],['positive'],implicit
coursera,i really liked how the pace of the assignments is increasing in complexity at a very nice pace .,['assignments'],['assignments#quality'],['positive'],explicit
coursera,i enjoyed this class .,none,['course#general'],['positive'],implicit
coursera,one of the best courses i have taken so far .,['courses'],['course#general'],['positive'],explicit
coursera,"assingments request that you be photographed or filmed , and there is no disclaimer that your photos or your privacy will be protected .",['assingments'],['assignments#quality'],['negative'],explicit
coursera,make use of forums and post queries - peers answer as well as staff .,none,['null'],['null'],objective
coursera,thank you to the professors who made this course possible and especially to dr . peng who was willing to spend some time with us face to face via video .,"['professors', 'dr . peng']","['faculty#general', 'faculty#general']","['positive', 'positive']",explicit
coursera,"thanks to barb oakley and terry sejnowski , you have become my favorite teachers .","['barb oakley', 'terry sejnowski']","['faculty#general', 'faculty#general']","['positive', 'positive']",explicit
coursera,first of all the instructor had a really well put together material and equipment,"['instructor', 'material and equipment']","['faculty#general', 'material#quality']","['positive', 'positive']",explicit
coursera,"shame on the university of maryland , college park .",none,['null'],['null'],objective
coursera,i enjoyed the contents and homeworks .,['homeworks'],['assignments#quality'],['positive'],explicit
coursera,will share these observations widely .,none,['null'],['null'],objective
coursera,totally worth the time you spent following this course .,['course'],['course#value'],['positive'],explicit
coursera,i hope that he will offer more courses .,none,['null'],['null'],objective
coursera,i ' d encourage the course instructors to take a look at the university of washington ' s machine learning class .,none,['null'],['null'],objective
coursera,"the dynamic programming week was somewhat more difficult than the other weeks , but i think that could be remedied with more visualizations during the lectures .","['lectures', 'null']","['presentation#quality', 'course#comprehensiveness']","['positive', 'neutral']",mixed
coursera,dr . charles teaching methods is very effective .,['dr . charles'],['faculty#general'],['positive'],explicit
coursera,i ' m having a hard time seeing the relevance .,none,['presentation#relatability'],['negative'],implicit
coursera,"in that regard , i felt the course began to be oriented more towards students rather than working adults .",['course'],['course#general'],['positive'],explicit
coursera,thank you for all the wonderful and shrewd metaphors that helped me visualise certain problems .,none,['null'],['null'],objective
coursera,what a great professor !,['professor'],['faculty#general'],['positive'],explicit
coursera,i learned a lot from it to teach my self and my kids too .,none,['course#general'],['positive'],implicit
coursera,"overall , i do not enjoy this course - mainly because it is very difficult .",['course'],['course#general'],['negative'],explicit
coursera,"in the end , you ' ll feel good about learning computing .",none,['course#general'],['positive'],implicit
coursera,"dr . hare , duke university and coursera .",none,['null'],['null'],objective
coursera,"the vocabulary covered was very limited , and the course didn ' t really stress grammar , so you shouldn ' t expect to be able to form your own sentences after taking this course .","['null', 'course', 'course']","['polarity#negative', 'course#general', 'course#quality']","['positive', 'negative', 'negative']",mixed
coursera,"please , study aaron allston works before inventing other words ) .",none,['null'],['null'],objective
coursera,"moreover , it feels like he is genuinely a beatles fan like myself .",none,['course#general'],['positive'],implicit
coursera,"i have finished the course and bought two of the instructor ' s books to "" relive "" this material .",['course'],['course#general'],['positive'],explicit
coursera,this course teaches not only python and also how to program .,['course'],['course#general'],['positive'],explicit
coursera,thank you .,none,['null'],['null'],objective
coursera,"very much enjoyed the lectures with clear explanations of different aspects of greek political , military and social structure and the differences between the different polis .","['lectures', 'lectures']","['presentation#quality', 'presentation#quality']","['positive', 'positive']",explicit
coursera,it worked .,none,['null'],['null'],objective
coursera,an excellent course .,['course'],['course#general'],['positive'],explicit
coursera,i think your need pr .,none,['null'],['null'],objective
coursera,disappointed by this class .,none,['course#general'],['negative'],implicit
coursera,thanks to coursera for bringing this wonderful specialization into my life .,none,['null'],['null'],objective
coursera,it is full of fantastic approaches to problem solving that i am applying at work .,none,['null'],['null'],objective
coursera,wish that there would be more insight in social entrepreneurial opportunitiesdifficult to find a group and have a platform for discussion .,none,['null'],['null'],objective
coursera,this is a creat course .,['course'],['course#general'],['positive'],explicit
coursera,we´re creating new habits in our family .,none,['null'],['null'],objective
coursera,"when i use the technique "" pomodoro "" , it did help me finished the works i procrastinate for some times .",none,['null'],['null'],objective
coursera,"i am continuing with the next course , let’s see how it goes .",none,['null'],['null'],objective
coursera,thank you mr . george siedel !,['mr . george siedel'],['faculty#general'],['positive'],explicit
coursera,so i went through all the open sites which were extremely disappointing .,none,['null'],['null'],objective
coursera,i also could spend hours looking at the selected pictures of the course . . .,none,['null'],['null'],objective
coursera,wow ! ! !,none,['null'],['null'],objective
coursera,i found this course for my 12 - year - old daughter .,none,['null'],['null'],objective
coursera,2 .,none,['null'],['null'],objective
coursera,this is definitely my favorite course on coursera and anywhere else in internet !,['course'],['course#general'],['positive'],explicit
coursera,it really is a true beginners ' class .,none,['course#general'],['positive'],implicit
coursera,in particular i was surprised by the low quality of the material .,['material'],['material#quality'],['negative'],explicit
coursera,excellent !,none,['course#general'],['positive'],implicit
coursera,"for me , it would be more helpful if the teachers or mentors , will give their own feedback in week 4 ' s assignment - prototyping .",['teachers or mentors'],['faculty#response'],['neutral'],explicit
coursera,"and , the lecturer mr . tim roughgarden did introduced the gist that i need .",['mr . tim roughgarden'],['faculty#general'],['positive'],explicit
coursera,pivot tables ? functions ?,none,['null'],['null'],objective
coursera,one of the most useful courses i ' ve ever had . . .,['courses'],['course#quality'],['positive'],explicit
coursera,i found it very interesting how dogs evolved from wolves and how that is apparent in dogs today .,none,['null'],['null'],objective
coursera,i believe that i can successfully learn things that i never thought i could !,none,['course#general'],['positive'],implicit
coursera,thank you very much for making this material available .,['material'],['material#quality'],['positive'],explicit
coursera,"while professor kaul ' s enthusiasm and passion for finance is inspiring , his lectures are not entirely helpful come time to face assignments .","['null', 'professor kaul']","['presentation#relatability', 'faculty#general']","['negative', 'positive']",mixed
coursera,"never the less , good course from one of the best b - school in the world .",['course'],['course#general'],['positive'],explicit
coursera,thank you for putting it together : - ),none,['null'],['null'],objective
coursera,the list of optional readings is helpful in getting a deeper understanding .,['optional readings'],['material#comprehensiveness'],['positive'],explicit
coursera,this i believe is a very good introduction into functional programming .,['functional programming'],['material#quality'],['positive'],explicit
coursera,"i liked the short video format , it is engaging and easier to schedule into our lives .","['short video', 'short video', 'short video']","['presentation#quality', 'presentation#workload', 'presentation#quality']","['positive', 'positive', 'positive']",explicit
coursera,"moreover , if you ' re following the complete series of courses , you ' d have grasped a good command over stress analysis .",none,['course#general'],['positive'],implicit
coursera,this course taught me a lot and i am now on my way to learn advance python .,['course'],['course#general'],['positive'],explicit
coursera,"i ` m not lazy to read the subtitles , no . . but they also , from time to time work improperly and its not feasible at all to conceive the information .",none,['null'],['null'],objective
coursera,this doesn ' t ask too much .,none,['null'],['null'],objective
coursera,the first three weeks are totally trivial .,none,['course#general'],['negative'],implicit
coursera,i really appreciated the concise yet thorough lectures from dr . white throughout the course .,"['dr . white', 'lectures']","['faculty#general', 'presentation#quality']","['positive', 'positive']",explicit
coursera,"the extra readings were really refreshing , and would like to learn more about combination of treatment / usage of two or more antibiotics and other actions to eradicate chronic infections .",none,['course#general'],['positive'],implicit
coursera,"the course content and assignments are pretty good at covering the fundamentals of how to manipulate data in python , i did learn a lot that i can see my self applying practically .","['course content', 'assignments']","['course#general', 'assignments#quality']","['positive', 'positive']",explicit
coursera,i am absolutely honored to have been privileged enough to take such a fascinating course on something i ' m so passionate about .,['course'],['course#general'],['positive'],explicit
coursera,pacing is good .,none,['course#quality'],['positive'],implicit
coursera,thank you so much !,none,['null'],['null'],objective
coursera,godspeed .,none,['null'],['null'],objective
coursera,this course is wonderful !,['course'],['course#general'],['positive'],explicit
coursera,the style of teaching in the previous course was more pleasant for me .,none,['null'],['null'],objective
coursera,i would also think that more time should be allocated to project bonds and use of derivative structures on securing cash flows and working ratios to support competitive financing and projects .,none,['course#workload'],['neutral'],implicit
coursera,you get to dive into nearly a dozen of organizational theories and learn when and how to apply them as part of your management toolbox .,none,['course#general'],['positive'],implicit
coursera,super satisfied with this course !,['course'],['course#general'],['positive'],explicit
coursera,but these didn ' t contribute to improve my programming skill a lot .,none,['null'],['null'],objective
coursera,"although he asks for 200 words and i find that difficult because i am accustomed to writing a small novel for each answer , as you can clearly tell from my review of this course .",none,['null'],['null'],objective
coursera,hope to do next course .,none,['null'],['null'],objective
coursera,our assignments were simple and i felt no excitement in doing them .,"['assignments', 'assignments']","['assignments#quality', 'assignments#quality']","['negative', 'negative']",explicit
coursera,"i ' d like to see more clearly is that , during the course , all annual interest rates are converted into monthly rates just dividing by 12 .",none,['null'],['null'],objective
coursera,"and by the way jana is the best lecturer among all the ones i ' ve seen on coursera , very live , open , enthusiastic and giving information with structure and to the point .","['lecturer', 'null']","['faculty#general', 'course#general']","['positive', 'positive']",mixed
coursera,critical information when to prune the search is not really explained so additional resources should be consulted .,none,['null'],['null'],objective
coursera,thank you again !,none,['null'],['null'],objective
coursera,provides information from basic laws of inheritance to understanding the field of evolutionary biology and genome sequencing .,none,['null'],['null'],objective
coursera,meloni is a delightful instructor - - she actually makes you wish the presentations were a lot longer than they are .,['meloni'],['faculty#general'],['positive'],explicit
coursera,a great opportunity and a must for anyone studying or working in education .,none,['course#general'],['positive'],implicit
coursera,surprised and pleased by the quality of them ( korean is the only one i can vouch for ) .,none,['null'],['null'],objective
coursera,highly recommended !,none,['course#general'],['positive'],implicit
coursera,i will say that at times it would be difficult to follow the lecturers is the only issue i had with this course .,['lecturers'],['faculty#comprehensiveness'],['negative'],explicit
coursera,this course is a very interesting introduction to the classical sociological theory .,['course'],['course#quality'],['positive'],explicit
coursera,lecturer is very monotone and isn ' t engaging .,['lecturer'],['faculty#comprehensiveness'],['negative'],explicit
coursera,"in this course , students become members of a lively learning community that is always on .",['course'],['course#general'],['positive'],explicit
coursera,i wish he did a follow up of this into deep learning and so on .,none,['null'],['null'],objective
coursera,the quality of the content is very good .,['content'],['material#quality'],['positive'],explicit
coursera,bring on multivariate calculus as an on - demand mooc !,none,['null'],['null'],objective
coursera,i feel more responsible for my actions as a psychology student and promoting tools in improving people ' s lives .,none,['null'],['null'],objective
coursera,"grading is done as peer reviews , which is nice as it allows you to see how your fellow peers approached the problem .",['grading'],['grades#general'],['positive'],explicit
coursera,i did progress in gaming making as a fresh man .,none,['course#general'],['positive'],implicit
coursera,thank margaret & denis for organizing this course .,['margaret & denis'],['faculty#general'],['positive'],explicit
coursera,an extremely well - structured and useful course .,"['course', 'course']","['course#quality', 'course#relatability']","['positive', 'positive']",explicit
coursera,"charging $ 79 for this course seems like poor value for money , specially for a student like me .",none,['course#value'],['negative'],implicit
coursera,i did like the fact that there was an emphasis on debugging and improving the performance of algorithms .,none,['course#general'],['positive'],implicit
coursera,"so , of course , i owe him a big thank .",none,['faculty#general'],['positive'],implicit
coursera,"still a very solid , instructive course , though .",['course'],['course#general'],['positive'],explicit
coursera,dr . chuck left no stones unturned in making this course remarkably comprehensible and student - friendly .,"['dr . chuck', 'course', 'course']","['faculty#general', 'course#comprehensiveness', 'course#workload']","['positive', 'positive', 'positive']",explicit
coursera,"the scope of the course is interesting , the objective is ambitious and the structure is fine , but the contents and quizzes are very often off - point .","['course', 'null', 'null', 'quizzes']","['course#general', 'course#comprehensiveness', 'course#quality', 'assignments#quality']","['positive', 'positive', 'positive', 'neutral']",mixed
coursera,enjoy the course !,none,['null'],['null'],objective
coursera,i am really annoyed with the direction coursera is moving in regard to premium content .,none,['null'],['null'],objective
coursera,"although i had prior experience with calculus , this course has helped clear some of the basics and made me look at calculus from a totally different perspective .",none,['course#comprehensiveness'],['positive'],implicit
coursera,great course for anyone who is new to computer programming and wants to learn python .,['course'],['course#general'],['positive'],explicit
coursera,you will learn something new or improve in some area .,none,['course#general'],['positive'],implicit
coursera,the programme is well structured and the content approached with some depth ( considering the introductory nature of the course ) .,"['programme', 'programme']","['course#quality', 'course#quality']","['positive', 'positive']",explicit
coursera,"all in all , it is a pity , that professor ng does not offer a corresponding specialization .",['professor ng'],['faculty#relatability'],['negative'],explicit
coursera,kaggle here i come !,none,['null'],['null'],objective
coursera,"course should clearly indicate that the assignment only works in linux / unix environment , and need to further test the scripts in most popular linux os platforms , different c + + versions , and different python versions .",['assignment'],['assignments#relatability'],['neutral'],explicit
coursera,i highly recommend the language and tools of financial analysis for the new executive and the long tenured executive who is looking to refresh their knowledge and skill set to grow their business .,none,['course#general'],['positive'],implicit
coursera,"in addition to the video lessons , lecture notes and homework are also provided for extra practice !",none,['material#quality'],['positive'],implicit
coursera,great teacher .,['teacher'],['faculty#general'],['positive'],explicit
coursera,"i submitted my assignments in time , but even after a month i still don ' t have one peer that has completed my review which then delays the ' completion ' of my course .",none,['grades#general'],['negative'],implicit
coursera,although much of the content seems common sense it is probably necessary to build a common foundation here for later courses .,['courses'],['course#general'],['positive'],explicit
coursera,too prescriptive and prone to lists .,none,['null'],['null'],objective
coursera,i feel more confident and prepared to continue studying and taking my tefl now having taking this class .,none,['course#quality'],['positive'],implicit
coursera,i hope uva will continue to produce classes with focus on those pp areas .,none,['null'],['null'],objective
coursera,"i don ' t have a credit card , is there any other mean to pay it , please",none,['null'],['null'],objective
coursera,test are cool .,['test'],['assignments#quality'],['positive'],explicit
coursera,"this is a really fascinating course , ' cuz it is organized in a way that students could truly get a lot out of it , though indeed great effort input is required compared to other courses .","['course', 'null', 'courses']","['course#general', 'course#quality', 'course#general']","['positive', 'positive', 'neutral']",mixed
coursera,kudos you endeavour to create a better society .,none,['course#general'],['positive'],implicit
coursera,this course is a very good intro course .,['course'],['course#general'],['positive'],explicit
coursera,"the course designer never considered the audience , and never identified the goals of this course .","['course designer', 'course']","['course#quality', 'course#quality']","['negative', 'negative']",explicit
coursera,thank you !,none,['null'],['null'],objective
coursera,some educational clips look like they are taken from youtube or like promo videos for a certain initiative .,['educational clips'],['material#quality'],['neutral'],explicit
coursera,the staff was superb in their support and responsiveness .,"['staff', 'staff']","['faculty#general', 'faculty#response']","['positive', 'positive']",explicit
coursera,nice course !,['course'],['course#general'],['positive'],explicit
coursera,thank you .,none,['null'],['null'],objective
coursera,the best what i have seen in this area .,none,['course#general'],['positive'],implicit
coursera,this course is the best online course i have heard so far at coursera .,['course'],['course#general'],['positive'],explicit
