dataset,domain,sentence,aspect,category,type,source_dataset,language
SemEval2016,restaurants,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,Service is not what you are coming here for...,Service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,,objective,SemEval2016,English
SemEval2016,restaurants,Big Wong is a great place to eat and fill your stomach.,Big Wong,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,this place... we stumbled upon it on labor day weekend.,,,objective,SemEval2016,English
SemEval2016,restaurants,"whoever the jazz duo was, they were on POINT.",jazz duo,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"good music, great food, speedy service affordable prices.",music,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"good music, great food, speedy service affordable prices.",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"good music, great food, speedy service affordable prices.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"good music, great food, speedy service affordable prices.",,RESTAURANT#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,even the wine by the glass was good.,wine by the glass,DRINKS#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,LOCATION#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Consistently good Japanese Tapas.,Japanese Tapas,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,,objective,SemEval2016,English
SemEval2016,restaurants,Always good drinks and service is pretty good;,drinks,DRINKS#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Always good drinks and service is pretty good;,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Atmosphere is nice and relaxed too...,Atmosphere,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,A great place to meet up for some food and drinks...,place,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"It's also attached to Angel's Share, which is a cool, more romantic bar...",,,objective,SemEval2016,English
SemEval2016,restaurants,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,,objective,SemEval2016,English
SemEval2016,restaurants,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Price and quality of fish alone will keep us from making a return visit.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,No thanks!!!,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,LOCATION#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,RESTAURANT#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,We were then shooed inside.,,SERVICE#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"We left, never to return.",,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,,objective,SemEval2016,English
SemEval2016,restaurants,"Great bagels, spreads and a good place to hang out in.",,,objective,SemEval2016,English
SemEval2016,restaurants,You fellas above says its the best Taiwanese restaurant in town.,,,objective,SemEval2016,English
SemEval2016,restaurants,However it is the ONLY Taiwanese restaurant in town.,,,objective,SemEval2016,English
SemEval2016,restaurants,The food is okay and the prices here are mediocre.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The food is okay and the prices here are mediocre.,,RESTAURANT#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,You can't say its cheap because food is cheaper in Chinatown.,,,objective,SemEval2016,English
SemEval2016,restaurants,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",,,objective,SemEval2016,English
SemEval2016,restaurants,Baluchi's has solid food and a nice decor at reasonable prices.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Baluchi's has solid food and a nice decor at reasonable prices.,decor,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,RESTAURANT#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,The only problem is that the manager is a complete incompetent.,manager,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,He offers subpar service and has no personality.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"In fact, it appears he is going to go postal at any moment.",,SERVICE#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Skip this location and go to the one in Soho.,,,objective,SemEval2016,English
SemEval2016,restaurants,There is no excuse for such lousy service!,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Stuffing yourself with Japanese food is a rare thing.,,,objective,SemEval2016,English
SemEval2016,restaurants,You can do it here.,,FOOD#STYLE_OPTIONS,implicit,SemEval2016,English
SemEval2016,restaurants,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,,objective,SemEval2016,English
SemEval2016,restaurants,"Most of the servers are very attentive, friendly and quite attractive.",servers,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,,objective,SemEval2016,English
SemEval2016,restaurants,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Me and my girls will definitely go back.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,LOCATION#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I would highly recommand requesting a table by the window.,,LOCATION#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",,,objective,SemEval2016,English
SemEval2016,restaurants,The food is great.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Personal pans are the perfect size for those hungry nights.,Personal pans,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,I heartily recommend.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Hey, I think $2+ for a 5 block walk ain't bad.",,,objective,SemEval2016,English
SemEval2016,restaurants,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,LOCATION#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,The pizza was pretty good and huge.,pizza,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The pizza was pretty good and huge.,pizza,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,The price very reasonable.,,RESTAURANT#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,We got most of it back at home with us.,,,objective,SemEval2016,English
SemEval2016,restaurants,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,"No, really.",,,objective,SemEval2016,English
SemEval2016,restaurants,I have eaten a lot of pizza here.,,,objective,SemEval2016,English
SemEval2016,restaurants,"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Interesting selection, good wines, service fine, fun decor.",wines,DRINKS#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Interesting selection, good wines, service fine, fun decor.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Interesting selection, good wines, service fine, fun decor.",decor,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Interesting selection, good wines, service fine, fun decor.",selection,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,I have been twice to this restaurant.,,,objective,SemEval2016,English
SemEval2016,restaurants,I love it.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I plan on stopping by next week as well.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"I found it on a cold night, the perfect spot to warm up.",spot,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,I recieved prompt service with a smile.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"To me it exemplifies Soho, cute, artsy, interesting.",,AMBIENCE#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Definately check it out!!!,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,This place blew me away...by far my new favorite restaurant on the uppereast side.,place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,The wine list is extensive and impressive.,wine list,DRINKS#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,LOVE the atmosphere - felt like I was in Paris.,atmosphere,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I just read Mocaramel's review and felt compelled to respond.,,,objective,SemEval2016,English
SemEval2016,restaurants,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Jazz Bar,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Thin Crust Pizzas,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Lasagna Menu,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,I lOVE THIS PLACE!,PLACE,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Keep up the good work guys!,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,My girlfiends and I ate at O.G. again last night.,,,objective,SemEval2016,English
SemEval2016,restaurants,I have to say I have never had a disapointing meal here.,meal,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,,,objective,SemEval2016,English
SemEval2016,restaurants,Love Al Di La,Al Di La,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I recommend this place to everyone.,place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Great food.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,One of my favorite places in Brooklyn.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",risottos,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",sepia,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",braised rabbit,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Overpriced and not tasty,,FOOD#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,Overpriced and not tasty,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,The food here was mediocre at best.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,It was totally overpriced- fish and chips was about $15....,,FOOD#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,It was totally overpriced- fish and chips was about $15....,fish and chips,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,There are so many other great places to go to eat and drink..... this place is not worth it...,,,objective,SemEval2016,English
SemEval2016,restaurants,Tasty Dog!,Dog,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"An awesome organic dog, and a conscious eco friendly establishment.",dog,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"An awesome organic dog, and a conscious eco friendly establishment.",establishment,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,One of the best hot dogs I have ever eaten.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,Can't wait to go back.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,The Cypriot restaurant has a lot going for it.,Cypriot restaurant,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,But the best pork souvlaki I ever had is the main thing.,pork souvlaki,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Trust me.,,,objective,SemEval2016,English
SemEval2016,restaurants,Run don't walk.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Super YUMMY Pizza!,Pizza,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"I LOOOVE their eggplant pizza, as well as their pastas!",pastas,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,"We had fun eating in there, we were there like around 3 a.m. in the morning!",,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"Will comeback for sure, wish they have it here in LA..",,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"Excellent food, although the interior could use some help.",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Excellent food, although the interior could use some help.",interior,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"I paid just about $60 for a good meal, though :)",meal,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"I paid just about $60 for a good meal, though :)",meal,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,Great sake!,sake,DRINKS#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Reliable, Fresh Sushi",Sushi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,My husband and I take out from here 3-4 times a month.,,,objective,SemEval2016,English
SemEval2016,restaurants,The sashimi is always fresh and the rolls are innovative and delicious.,sashimi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The sashimi is always fresh and the rolls are innovative and delicious.,rolls,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,The sashimi is always fresh and the rolls are innovative and delicious.,rolls,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Have never had a problem with service save a missing rice once.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Delivery can be spot on or lacking depending on the weather and the day of the week.,Delivery,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Delivery guy sometimes get upset if you don't tip more than 10%.,Delivery guy,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,We've found it to be better and fresher than Kiku which is comparable in price.,,,objective,SemEval2016,English
SemEval2016,restaurants,Best. Sushi. Ever.,Sushi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,This place has ruined me for neighborhood sushi.,sushi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Creative, consistent, fresh.",,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,"Creative, consistent, fresh.",,FOOD#STYLE_OPTIONS,implicit,SemEval2016,English
SemEval2016,restaurants,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Excellent sashimi, and the millennium roll is beyond delicious.",millennium roll,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Not cheap but very yummy.,,FOOD#PRICES,implicit,SemEval2016,English
SemEval2016,restaurants,Not cheap but very yummy.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,Love it.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
